stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,id,Name
HIGHCHE1,"931",High at Chester NB - #931,,"42.963971","-81.236823",,,,,,false,"7",Inner_City_South
HIGHCHE2,"932",High at Chester SB - #932,,"42.963761","-81.236863",,,,,,false,"7",Inner_City_South
HIGHEME1,"933",High at Emery NB - #933,,"42.965409","-81.237156",,,,,,false,"7",Inner_City_South
HIGHEME2,"934",High at Emery SB - #934,,"42.965776","-81.237322",,,,,,false,"7",Inner_City_South
HIGHGRA2,"936",High at Grand SB - #936,,"42.9716","-81.238813",,,,,,false,"7",Inner_City_South
HIGHMCL1,"937",High at McClary NB - #937,,"42.971092","-81.238544",,,,,,false,"7",Inner_City_South
HIGHWIN2,"940",High at Windsor Cres SB - #940,,"42.968769","-81.238034",,,,,,false,"7",Inner_City_South
HIGHWIN3,"941",High at Windsor Cres NB - #941,,"42.968628","-81.237928",,,,,,false,"7",Inner_City_South
KINGBUR1,"1077",King Edward at Burlington NB - #1077,,"42.962132","-81.20638",,,,,,false,"7",Inner_City_South
KINGCHI1,"1078",King Edward at Chippendale NB - #1078,,"42.964116","-81.208154",,,,,,false,"7",Inner_City_South
KINGCHI2,"1079",King Edward at Chippendale SB - #1079,,"42.964385","-81.20833",,,,,,false,"7",Inner_City_South
KINGEAGL,"1082",King Edward at Eagle SB - #1082,,"42.963123","-81.207767",,,,,,false,"7",Inner_City_South
KINGECHO,"1083",King Edward at Echo SB - #1083,,"42.966097","-81.209213",,,,,,false,"7",Inner_City_South
KINGSCE1,"1087",King Edward at Scenic NB - #1087,,"42.967366","-81.210686",,,,,,false,"7",Inner_City_South
KINGSCE2,"1088",King Edward at Scenic SB - #1088,,"42.967282","-81.210728",,,,,,false,"7",Inner_City_South
KINGTHO2,"1089",King Edward at Thompson SB - #1089,,"42.969234","-81.212795",,,,,,false,"7",Inner_City_South
KINGVERM,"1090",King Edward at Vermont Ave NB - #1090,,"42.965959","-81.208889",,,,,,false,"7",Inner_City_South
PONDAILS,"1399",Pond Mills at Ailsa SB - #1399,,"42.970378","-81.204489",,,,,,false,"7",Inner_City_South
PONDBURL,"1406",Pond Mills at Burlington Gate NB - #1406,,"42.963757","-81.201037",,,,,,false,"7",Inner_City_South
PONDCLE1,"1407",Pond Mills at Cleveland NB - #1407,,"42.96746","-81.202057",,,,,,false,"7",Inner_City_South
PONDCLE2,"1408",Pond Mills at Cleveland SB - #1408,,"42.967599","-81.202236",,,,,,false,"7",Inner_City_South
PONDCOMM,"1409",Pond Mills at Commissioners NB - #1409,,"42.962133","-81.200663",,,,,,false,"7",Inner_City_South
PONDEGER,"1412",Pond Mills at Thompson NB - #1412,,"42.97274","-81.209805",,,,,,false,"7",Inner_City_South
PONDSCE1,"1421",Pond Mills at Scenic NB - #1421,,"42.971897","-81.207463",,,,,,false,"7",Inner_City_South
PONDSCE4,"1422",Pond Mills south of Scenic SB - #1422,,"42.971741","-81.207216",,,,,,false,"7",Inner_City_South
RIDOBAKE,"1531",Ridout at Baker NB - #1531,,"42.967407","-81.246257",,,,,,false,"7",Inner_City_South
RIDOBAS1,"1532",Ridout at Baseline NB - #1532,,"42.960517","-81.242718",,,,,,false,"7",Inner_City_South
RIDOBAS2,"1533",Ridout at Baseline SB - #1533,,"42.961246","-81.243171",,,,,,false,"7",Inner_City_South
RIDOCRA1,"1537",Ridout at Craig NB - #1537,,"42.974264","-81.249696",,,,,,false,"7",Inner_City_South
RIDOCRA2,"1538",Ridout at Craig SB - #1538,,"42.974335","-81.249832",,,,,,false,"7",Inner_City_South
RIDOELMW,"1539",Ridout at Elmwood SB - #1539,,"42.972601","-81.248939",,,,,,false,"7",Inner_City_South
RIDOEME1,"1540",Ridout at Emery NB - #1540,,"42.964715","-81.244873",,,,,,false,"7",Inner_City_South
RIDOEME2,"1541",Ridout at Emery SB - #1541,,"42.965227","-81.245179",,,,,,false,"7",Inner_City_South
RIDOGRAN,"1544",Ridout & Grand Ave NB - #1544,,"42.971431","-81.248245",,,,,,false,"7",Inner_City_South
RIDOHICK,"1545",Ridout at Hickson NB - #1545,,"42.962205","-81.243574",,,,,,false,"7",Inner_City_South
RIDOING1,"1547",Ridout at Ingleside NB - #1547,,"42.975851","-81.250566",,,,,,false,"7",Inner_City_South
RIDOMOU2,"1553",Ridout at Mountsfiled SB - #1553,,"42.959504","-81.242285",,,,,,false,"7",Inner_City_South
RIDOROSE,"1554",Ridout at Rosel SB - #1554,,"42.962909","-81.244023",,,,,,false,"7",Inner_City_South
RIDOTEC1,"1555",Ridout at Tecumseh NB - #1555,,"42.969427","-81.247221",,,,,,false,"7",Inner_City_South
RIDOTEC2,"1556",Ridout at Tecumseh SB - #1556,,"42.969589","-81.247432",,,,,,false,"7",Inner_City_South
RIDOWINS,"1557",Ridout at Windsor SB - #1557,,"42.967104","-81.246159",,,,,,false,"7",Inner_City_South
SHELBUR2,"1656",Shelborne at Burlington Gate SB - #1656,,"42.963197","-81.200141",,,,,,false,"7",Inner_City_South
SHELDEVE,"1657",Shelborne at Deveron EB - #1657,,"42.963077","-81.196346",,,,,,false,"7",Inner_City_South
STANPERR,"1758",Stanley at Perry EB - #1758,,"42.978172","-81.259762",,,,,,false,"7",Inner_City_South
STANWHAR,"1759",Stanley at Wharncliffe EB - #1759,,"42.977719","-81.261462",,,,,,false,"7",Inner_City_South
STANWORT,"1760",Stanley at Wortley EB - #1760,,"42.978927","-81.257107",,,,,,false,"7",Inner_City_South
THOMADE1,"1776",Princess Elizabeth Elementary School EB - #1776,,"42.968377","-81.221932",,,,,,false,"7",Inner_City_South
THOMADE2,"1777",Thompson at Adelaide WB - #1777,,"42.968275","-81.223112",,,,,,false,"7",Inner_City_South
THOMCHE1,"1779",Thompson at Chesterfield  EB - #1779,,"42.969255","-81.216183",,,,,,false,"7",Inner_City_South
THOMCHE2,"1780",Thompson at Chesterfield  WB - #1780,,"42.969298","-81.21699",,,,,,false,"7",Inner_City_South
THOMEME1,"1781",Thompson at Emerson  EB - #1781,,"42.968937","-81.219792",,,,,,false,"7",Inner_City_South
THOMGLA1,"1783",Thompson at Gladstone Ave EB - #1783,,"42.969382","-81.21484",,,,,,false,"7",Inner_City_South
THOMGLA2,"1784",Thompson at GladstoneWB - #1784,,"42.969463","-81.214921",,,,,,false,"7",Inner_City_South
THOMJACQ,"1785",Thompson at Jacqueline WB - #1785,,"42.969025","-81.2199",,,,,,false,"7",Inner_City_South
THOMKED1,"1786",Thompson at King Edward EB - #1786,,"42.96964","-81.212344",,,,,,false,"7",Inner_City_South
THOMKED2,"1787",Thompson at King Edward  WB - #1787,,"42.969612","-81.213279",,,,,,false,"7",Inner_City_South
VICTCOMM,"1854",Victoria Hospital at Commissioners NB - #1854,,"42.959454","-81.223182",,,,,,false,"7",Inner_City_South
VICTLOT9,"1855",Victoria Hospital Cancer Centre SB - #1855,,"42.959952","-81.228915",,,,,,false,"7",Inner_City_South
VICTMUBU,"1856",Victoria Hospital at Medical Unit Building - #1856,,"42.961257","-81.221941",,,,,,false,"7",Inner_City_South
VICTWES1,"1857",Victoria Hospital at Western Counties EB - #1857,,"42.959117","-81.223662",,,,,,false,"7",Inner_City_South
VICTZONB,"1859",Victoria Hospital & Baseline Rd Ent WB - #1859,,"42.961443","-81.226937",,,,,,false,"7",Inner_City_South
WELLALEX,"1922",Wellington & Alexandra St NB - #1922,,"42.967398","-81.232396",,,,,,false,"7",Inner_City_South
WELLBAS1,"1923",Wellington South of Baseline NB - #1923,,"42.961193","-81.230777",,,,,,false,"7",Inner_City_South
WELLBAS2,"1924",Wellington at Baseline SB - #1924,,"42.961977","-81.231306",,,,,,false,"7",Inner_City_South
WELLBOND,"1925",Wellington at Bond  NB - #1925,,"42.968858","-81.234644",,,,,,false,"7",Inner_City_South
WELLCHES,"1929",Wellington at Chester NB - #1929,,"42.96436","-81.231661",,,,,,false,"7",Inner_City_South
WELLCOLG,"1930",Wellington at Colgrove Pl SB - #1930,,"42.970156","-81.236499",,,,,,false,"7",Inner_City_South
WELLCOM1,"1931",Wellington at Commissioners NB - #1931,,"42.958872","-81.230199",,,,,,false,"7",Inner_City_South
WELLGRA1,"1942",Wellington at Grand Ave NB - #1942,,"42.972393","-81.238086",,,,,,false,"7",Inner_City_South
WELLGRA2,"1943",Wellington at Grand SB - #1943,,"42.972119","-81.23806",,,,,,false,"7",Inner_City_South
WELLMCL1,"1950",Wellington at McClary AVE NB - #1950,,"42.970589","-81.236686",,,,,,false,"7",Inner_City_South
WELLPERC,"1958",Wellington at Percy SB - #1958,,"42.963536","-81.231625",,,,,,false,"7",Inner_City_South
WELLTHJA,"1970",Wellington at Thomas Janes SB - #1970,,"42.965569","-81.232118",,,,,,false,"7",Inner_City_South
WELLWELL,"1974",Wellington at Wellington Cres SB - #1974,,"42.968432","-81.234085",,,,,,false,"7",Inner_City_South
WESTBAS1,"1985",Westminster at Baseline Rd NB - #1985,,"42.964112","-81.224824",,,,,,false,"7",Inner_City_South
WESTBAS2,"1986",Westminster at Baseline Rd SB - #1986,,"42.964256","-81.22495",,,,,,false,"7",Inner_City_South
WESTWHE1,"2007",Westminster at Whetter Ave NB - #2007,,"42.965611","-81.225135",,,,,,false,"7",Inner_City_South
WESTWHE2,"2008",Westminster at Whetter Ave SB - #2008,,"42.966196","-81.225409",,,,,,false,"7",Inner_City_South
ADELLEA7,"2185",Adelaide north of Leathorne 3 NB - #2185,,"42.965978","-81.221654",,,,,,false,"7",Inner_City_South
BASEWHA1,"2194",Base Line at Wharncliffe EB - #2194,,"42.959332","-81.259828",,,,,,false,"7",Inner_City_South
PMILTHOP,"2260",Pond Mills at Thompson - #2260,,"42.972808","-81.21007",,,,,,false,"7",Inner_City_South
VICZONC,"2284",Victoria Hospital & Zone A EB - #2284,,"42.959493","-81.226954",,,,,,false,"7",Inner_City_South
WESTTHO1,"2292",Westminster at Thompson Rd NB - #2292,,"42.967501","-81.224994",,,,,,false,"7",Inner_City_South
KINGDIP1,"2333",King Edward at Dieppe NB - #2333,,"42.967584","-81.212023",,,,,,false,"7",Inner_City_South
KINGDIP2,"2334",King Edward at Dieppe SB - #2334,,"42.967729","-81.212464",,,,,,false,"7",Inner_City_South
VICTZON7,"2423",Victoria Hospital at Zone E WB - #2423,,"42.961601","-81.224164",,,,,,false,"7",Inner_City_South
COMMWCO2,"2426",Commissioners at Western Counties Rd - #2426,,"42.958531","-81.223029",,,,,,false,"7",Inner_City_South
PONDSCE2,"2449",Pond Mills north of Scenic SB - #2449,,"42.972444","-81.209591",,,,,,false,"7",Inner_City_South
SHELODEL,"2452",Shelborne at Odell Place EB - #2452,,"42.96255","-81.19923",,,,,,false,"7",Inner_City_South
VICTWEST,"2499",Victoria Hospital West Entrance NB - #2499,,"42.958824","-81.228335",,,,,,false,"7",Inner_City_South
GRANRIDO,"2684",Grand at Bellevue EB - #2684,,"42.97138","-81.246221",,,,,,false,"7",Inner_City_South
WESTTHO2,"2702",Westminster at Thompson Rd SB - #2702,,"42.967767","-81.224865",,,,,,false,"7",Inner_City_South
COMMHIG3,"2805",Commissioners at High WB - #2805,,"42.958172","-81.235294",,,,,,false,"7",Inner_City_South
COMMKIFD,"2808",Commissioners at Kingsford WB - #2808,,"42.958033","-81.238789",,,,,,false,"7",Inner_City_South
COMMRIDO,"2809",Commissioners at Ridout WB - #2809,,"42.957808","-81.242128",,,,,,false,"7",Inner_City_South
COMMWELL,"2812",Commissioners at Wellington WB - #2812,,"42.958353","-81.230904",,,,,,false,"7",Inner_City_South
COMMWORT,"2815",Commissioners at Wortley WB - #2815,,"42.957617","-81.245721",,,,,,false,"7",Inner_City_South
WELLBAS3,"2911",Wellington at Baseline Rd FS NB - #2911,,"42.962116","-81.230972",,,,,,false,"7",Inner_City_South
PONDAIL2,"2915",Pond Mills at Ailsa NB - #2915,,"42.970579","-81.204727",,,,,,false,"7",Inner_City_South
MEADREA1,"1165",Meadowgate at Reardon NB - #1165,,"42.963084","-81.180223",,,,,,false,"8",Southeast
REARROTH,"1454",Reardon at Rothwell WB - #1454,,"42.962015","-81.176893",,,,,,false,"8",Southeast
COMMMED1,"2215",Commissioners at Meadowlilly EB - #2215,,"42.963507","-81.18508",,,,,,false,"8",Southeast
COMMMED2,"2216",Commissioners at Meadowlilly WB - #2216,,"42.963598","-81.186234",,,,,,false,"8",Southeast
COMMMEDG,"2392",Commissioners at Meadowgate EB - #2392,,"42.963884","-81.181292",,,,,,false,"8",Southeast
COMMHIG1,"2453",Commissioners at Highbury EB - #2453,,"42.963056","-81.188761",,,,,,false,"8",Southeast
DARNMEAD,"2468",Darnley at Meadowgate EB - #2468,,"42.954763","-81.173716",,,,,,false,"8",Southeast
LIGHEMER,"2476",Lighthouse at Emerald NB - #2476,,"42.958934","-81.171508",,,,,,false,"8",Southeast
LIGHREAR,"2477",Lighthouse at Reardon NB - #2477,,"42.960028","-81.171739",,,,,,false,"8",Southeast
LIGHWHSA,"2478",Lighthouse at White Sands NB - #2478,,"42.956574","-81.170588",,,,,,false,"8",Southeast
MEADDORM,"2482",Meadowgate at Dormer SB - #2482,,"42.956891","-81.179056",,,,,,false,"8",Southeast
MEADEVAN,"2483",Meadowgate at Evans SB - #2483,,"42.960995","-81.180924",,,,,,false,"8",Southeast
MEADGOOD,"2484",Meadowgate at Goodfellow SB - #2484,,"42.958945","-81.181192",,,,,,false,"8",Southeast
MEADREA3,"2485",Meadowgate at Reardon SB - #2485,,"42.962849","-81.180444",,,,,,false,"8",Southeast
REARCHE1,"2486",Reardon at Chelton WB - #2486,,"42.96102","-81.174192",,,,,,false,"8",Southeast
2530INNO,"2950",2530 Innovation SB - #2950 ,,"42.955778","-81.135632",,,,,,false,"8",Southeast
2860INNO,"2951",2860 Innovation SB - #2951 ,,"42.961734","-81.132066",,,,,,false,"8",Southeast
CONCINN1,"2952",Concept at Innovation WB - #2952 ,,"42.957821","-81.135162",,,,,,false,"8",Southeast
DISCDRO1,"2953",Discovery west of Dr Oetker WB - #2953 ,,"42.947648","-81.133796",,,,,,false,"8",Southeast
DROEBRA1,"2954",Dr Oetker south of Bradley SB - #2954 ,,"42.950006","-81.132922",,,,,,false,"8",Southeast
HAMIORI1,"2955",Hamilton at Oriole SB - #2955 ,,"42.965563","-81.144855",,,,,,false,"8",Southeast
HAMIORI2,"2956",Hamilton at Oriole NB - #2956 ,,"42.96532","-81.14377",,,,,,false,"8",Southeast
VENTINN1,"2959",Venture at Innovation SB - #2959 ,,"42.963626","-81.134293",,,,,,false,"8",Southeast
INNOBRA2,"2990",Innovation North of Bradley SB - #2990,,"42.95291","-81.13341",,,,,,false,"8",Southeast
CHEEGLOB,"2611",3935 Cheese Factory Road - #2611,,"42.932795","-81.160356",,,,,,false,"11",South_Expansion
COMMGLOB,"2612",Commerce at Global NB - #2612,,"42.932341","-81.167634",,,,,,false,"11",South_Expansion
COMMMABR,"2613",Commerce at Max Brose NB - #2613,,"42.935515","-81.168433",,,,,,false,"11",South_Expansion
WILTCOM1,"2949",Wilton Grove at Commerce EB - #2949,,"42.93013","-81.16853",,,,,,false,"11",South_Expansion
ADELOSG1,"60",Adelaide at SE Osgoode NB - #60,,"42.93825","-81.209242",,,,,,false,"9",South
ADELOSG2,"61",Adelaide at NW Osgoode SB - #61,,"42.941834","-81.213008",,,,,,false,"9",South
ADELOSG3,"62",Adelaide at NE Osgoode NB - #62,,"42.942427","-81.213344",,,,,,false,"9",South
ADELOSG4,"63",Adelaide at SE Osgoode SB - #63,,"42.937296","-81.20903",,,,,,false,"9",South
ADELOSG5,"64",Adelaide at SE Osgoode NS NB - #64,,"42.937249","-81.208782",,,,,,false,"9",South
ADELOSG6,"65",Adelaide at SW Osgoode SB - #65,,"42.939001","-81.2102",,,,,,false,"9",South
ADELOSG7,"66",Adelaide at Osgoode 3 NB - #66,,"42.939237","-81.210169",,,,,,false,"9",South
ADELSDAL,"77",Adelaide at Southdale SB - #77,,"42.943708","-81.214531",,,,,,false,"9",South
ASHBMIL1,"168",Ashbury at Millbank EB - #168,,"42.937301","-81.202254",,,,,,false,"9",South
ASHBMIL2,"169",Ashbury at Millbank WB - #169,,"42.937358","-81.202382",,,,,,false,"9",South
ASHBSUR1,"170",Ashbury at Surrey Cres NB - #170,,"42.938413","-81.204312",,,,,,false,"9",South
ASHBSUR2,"171",Ashbury at Surrey Cres SB - #171,,"42.938244","-81.2043",,,,,,false,"9",South
BES1EXET,"250",Bessemer at Exeter NB - #250,,"42.927041","-81.212835",,,,,,false,"9",South
BESSBES3,"252",Bessemer at Bessemer Crt 2 NB - #252,,"42.932033","-81.211985",,,,,,false,"9",South
BESSHAR1,"253",Bessemer at Hargrieve NB - #253,,"42.929243","-81.212852",,,,,,false,"9",South
BRADADE1,"291",Bradley between Willow & Adelaide  EB - #291,,"42.935783","-81.213495",,,,,,false,"9",South
BRADADE2,"292",Bradley at Adelaide  WB - #292,,"42.935976","-81.209553",,,,,,false,"9",South
BRADAGN2,"293",Bradley at Willow 1 WB - #293,,"42.935252","-81.216461",,,,,,false,"9",South
BRADDEAR,"294",Bradley at Dearness WB - #294,,"42.93475","-81.221688",,,,,,false,"9",South
BRADERNE,"295",Bradley at Ernest Ave EB - #295,,"42.93429","-81.237428",,,,,,false,"9",South
BRADJALN,"296",Bradley at Jalna EB - #296,,"42.934325","-81.240431",,,,,,false,"9",South
BRADWEL3,"297",Bradley east of Wellington Rd EB - #297,,"42.934543","-81.222187",,,,,,false,"9",South
BRADWIL1,"298",Bradley at Willow 1 EB - #298,,"42.934873","-81.218812",,,,,,false,"9",South
CHIDCHID,"384",Chiddington Ave at Chiddington Gt SB - #384,,"42.952254","-81.233581",,,,,,false,"9",South
CHIDHUN1,"385",Chiddington at Huntingdon EB - #385,,"42.953491","-81.237051",,,,,,false,"9",South
CHIDHUN2,"386",Chiddington at Huntingdon WB - #386,,"42.953562","-81.235669",,,,,,false,"9",South
CHIDUPQ2,"389",Chiddington at Upper Queens WB - #389,,"42.953264","-81.239981",,,,,,false,"9",South
CHIDWILK,"390",Chiddington at Wilkins NB - #390,,"42.952296","-81.233496",,,,,,false,"9",South
DEARBRAD,"505",Dearness at Bradley NB - #505,,"42.935217","-81.220893",,,,,,false,"9",South
DEARDUL1,"506",Dearness at Dunelm Lane NB - #506,,"42.937012","-81.221301",,,,,,false,"9",South
DEARDUL2,"507",Dearness at Dunelm Lane SB - #507,,"42.936711","-81.221339",,,,,,false,"9",South
DEARWILL,"508",Dearness at Willow Lane SB - #508,,"42.938281","-81.22172",,,,,,false,"9",South
DEVECOM1,"513",Deveron at Commissioners NB - #513,,"42.961243","-81.194917",,,,,,false,"9",South
DOWASH1,"528",Dow at Ashbury EB - #528,,"42.939373","-81.204839",,,,,,false,"9",South
DOWASH2,"529",Dow at Ashbury WB - #529,,"42.93947","-81.205079",,,,,,false,"9",South
DUNDHARC,"575",Dundalk at Harcroft Cres SB - #575,,"42.946155","-81.243894",,,,,,false,"9",South
DUNDHIN1,"579",Dundalk at Hines NB - #579,,"42.945118","-81.244214",,,,,,false,"9",South
DUNDHIN2,"580",Dundalk at Hines SB - #580,,"42.944798","-81.244219",,,,,,false,"9",South
DUNDSDAL,"604",Dundalk at Southdale SB - #604,,"42.942477","-81.243882",,,,,,false,"9",South
DUNDSTOC,"608",Dundalk at Stockton NB - #608,,"42.942628","-81.243814",,,,,,false,"9",South
EDENEAS1,"626",Eden at Easy EB - #626,,"42.946669","-81.234692",,,,,,false,"9",South
EDENEAS2,"627",Eden at Easy WB - #627,,"42.946758","-81.234301",,,,,,false,"9",South
EDENNIX,"628",Eden at Nixon WB - #628,,"42.946509","-81.23719",,,,,,false,"9",South
EDENVERU,"629",Eden at Verulam EB - #629,,"42.946947","-81.231417",,,,,,false,"9",South
ENTEHUBR,"651",Enterprise at Hubrey EB - #651,,"42.933034","-81.184689",,,,,,false,"9",South
ENTEMID1,"652",Enterprise at Midpark EB - #652,,"42.932497","-81.186907",,,,,,false,"9",South
ENTEPOM1,"653",Enterprise at Pond Mills EB - #653,,"42.931561","-81.189731",,,,,,false,"9",South
ERNEBRA1,"654",Ernest at Bradley NB - #654,,"42.934816","-81.236399",,,,,,false,"9",South
ERNEBRA2,"655",Ernest at Bradley SB - #655,,"42.934612","-81.236504",,,,,,false,"9",South
ERNECON1,"656",Ernest at Conway NB - #656,,"42.932709","-81.23643",,,,,,false,"9",South
ERNECON2,"657",Ernest at Conway SB - #657,,"42.933053","-81.236551",,,,,,false,"9",South
ERNEELVI,"658",Ernest at Elvira SB - #658,,"42.939341","-81.238539",,,,,,false,"9",South
ERNEFEN1,"659",Ernest at Fennel NB - #659,,"42.929488","-81.23594",,,,,,false,"9",South
ERNEFEN2,"660",Ernest at Fennel SB - #660,,"42.930285","-81.235775",,,,,,false,"9",South
ERNEFINC,"661",Ernest at Finch SB - #661,,"42.92856","-81.236307",,,,,,false,"9",South
ERNEJAL1,"662",Ernest at Jalna NB - #662,,"42.941107","-81.236799",,,,,,false,"9",South
ERNEJAL2,"663",Ernest at Jalna SB - #663,,"42.9407","-81.237401",,,,,,false,"9",South
ERNEMUR1,"665",Opposite Sir Aurther Carty PS - #665,,"42.938013","-81.238457",,,,,,false,"9",South
ERNEMUR3,"666",Ernest at Muriel NB - #666,,"42.936425","-81.237508",,,,,,false,"9",South
ERNEPAUL,"667",Ernest at Pauline SB - #667,,"42.93696","-81.23824",,,,,,false,"9",South
ERNESCO1,"668",Ernest at Scotchmere SB - #668,,"42.926915","-81.235957",,,,,,false,"9",South
ERNESCO2,"669",Ernest at Scotchmere NB - #669,,"42.926654","-81.2358",,,,,,false,"9",South
EXETMEG,"670",Exeter at Meg EB - #670,,"42.92479","-81.228489",,,,,,false,"9",South
EXETSHOL,"671",Exeter at Sholto WB - #671,,"42.924966","-81.228259",,,,,,false,"9",South
EXETWEL1,"672",Exeter at Wellington EB - #672,,"42.926036","-81.215134",,,,,,false,"9",South
FERNCONT,"721",Ferndale at Country Club Drive WB - #721,,"42.946932","-81.25205",,,,,,false,"9",South
HIGVFER1,"943",Highview at Ferndale NB - #943,,"42.9478","-81.255608",,,,,,false,"9",South
HIGVFER2,"944",Highview at Ferndale SB - #944,,"42.94795","-81.255727",,,,,,false,"9",South
HIGVROS1,"945",Highview at Rossmore Crt NB - #945,,"42.952747","-81.255522",,,,,,false,"9",South
HIGVROS2,"946",Highview at Rossmore Crt SB - #946,,"42.952859","-81.255598",,,,,,false,"9",South
HIGVROS3,"947",Highview at Rossmore Place NB - #947,,"42.950456","-81.255103",,,,,,false,"9",South
HIGVROS4,"948",Highview at Rossmore Place SB - #948,,"42.950352","-81.255194",,,,,,false,"9",South
HIGVWHA2,"950",90 Highview - #950,,"42.954023","-81.256969",,,,,,false,"9",South
HOLIEXET,"954",Holiday at Exeter SB - #954,,"42.926412","-81.218862",,,,,,false,"9",South
HOLIGREE,"955",Holiday at Greenfield SB - #955,,"42.928343","-81.219316",,,,,,false,"9",South
HUBRENT4,"988",Hubrey at Enterprise south SB - #988,,"42.930474","-81.183804",,,,,,false,"9",South
HUBRWIL2,"989",Hubrey at Wilton Grove SB - #989,,"42.929375","-81.183108",,,,,,false,"9",South
JALNAUGU,"1039",Jalna at Augusta WB - #1039,,"42.925083","-81.23802",,,,,,false,"9",South
JALNBEE1,"1040",Jalna at Beechbank NB - #1040,,"42.940318","-81.230124",,,,,,false,"9",South
JALNBEE2,"1041",Jalna at Beechbank Cr SB - #1041,,"42.940752","-81.230922",,,,,,false,"9",South
JALNBEM2,"1043",Jalna at Beechmount SB - #1043,,"42.935685","-81.228522",,,,,,false,"9",South
JALNBRA1,"1044",1102 Jalna - #1044,,"42.933241","-81.2283",,,,,,false,"9",South
JALNBRA3,"1046",Jalna north of Bradley NB - #1046,,"42.934874","-81.228269",,,,,,false,"9",South
JALNBRA4,"1047",Jalna south of Bradley SB - #1047,,"42.932977","-81.228337",,,,,,false,"9",South
JALNCHES,"1048",Jalna at Cheswick Circle NB - #1048,,"42.92977","-81.24294",,,,,,false,"9",South
JALNCOLE,"1050",Jalna at Colette NB - #1050,,"42.936824","-81.245692",,,,,,false,"9",South
JALNERI1,"1051",Jalna at Erica NB - #1051,,"42.934258","-81.244643",,,,,,false,"9",South
JALNERI2,"1052",Jalna at Erica north SB - #1052,,"42.936714","-81.245736",,,,,,false,"9",South
JALNERI4,"1053",Jalna at Erica south SB - #1053,,"42.933905","-81.244384",,,,,,false,"9",South
JALNERN3,"1055",Jalna at Ernest north EB - #1055,,"42.940752","-81.236511",,,,,,false,"9",South
JALNERN4,"1056",Jalna at Ernest south WB - #1056,,"42.925286","-81.235316",,,,,,false,"9",South
JALNERN5,"1057",Jalna at Ernest south EB - #1057,,"42.925268","-81.234714",,,,,,false,"9",South
JALNFAI1,"1058",1559 Jalna NB - #1058,,"42.927868","-81.243276",,,,,,false,"9",South
JALNFAI2,"1059",Jalna at Fairchild WB - #1059,,"42.92513","-81.241265",,,,,,false,"9",South
JALNJOS1,"1060",Jalna at Josselyn NB - #1060,,"42.938372","-81.245514",,,,,,false,"9",South
JALNJOS2,"1061",Jalna north of Josselyn SB - #1061,,"42.940554","-81.244017",,,,,,false,"9",South
JALNJOS4,"1062",Jalna south of Josselyn SB - #1062,,"42.938103","-81.245772",,,,,,false,"9",South
JALNMEG,"1063",Jalna at Meg WB - #1063,,"42.926158","-81.231418",,,,,,false,"9",South
JALNPIER,"1064",Jalna at Piers NB - #1064,,"42.928458","-81.22641",,,,,,false,"9",South
JALNPON1,"1065",Jalna at Ponderosa NB - #1065,,"42.938001","-81.22926",,,,,,false,"9",South
JALNPOP1,"1067",Jalna at Poplar WB - #1067,,"42.941114","-81.231727",,,,,,false,"9",South
JALNSDAL,"1071",Jalna at Southdale NB - #1071,,"42.941258","-81.243625",,,,,,false,"9",South
JALNTUMB,"1072",Jalna at Tumbleweed SB - #1072,,"42.938465","-81.229455",,,,,,false,"9",South
MEGEXE1,"1168",Meg at Exeter NB - #1168,,"42.925081","-81.231996",,,,,,false,"9",South
MEGEXE2,"1169",Meg at Exeter SB - #1169,,"42.925303","-81.232154",,,,,,false,"9",South
MILLASHB,"1174",Millbank at Ashbury SB - #1174,,"42.942113","-81.202548",,,,,,false,"9",South
MILLBEX1,"1175",687 Millbank - #1175,,"42.940822","-81.200906",,,,,,false,"9",South
MILLBEX2,"1176",Millbank at Bexhill  SB - #1176,,"42.941025","-81.201199",,,,,,false,"9",South
MILLBEX3,"1177",Millbank at Bexhill  NB - #1177,,"42.938394","-81.200185",,,,,,false,"9",South
MILLBEX4,"1178",720 Millbank - #1178,,"42.938947","-81.200415",,,,,,false,"9",South
MILLBRID,"1179",Millbank at Bridington NB - #1179,,"42.942167","-81.202469",,,,,,false,"9",South
MILLDOWN,"1180",Millbank at Downing NB - #1180,,"42.946786","-81.211933",,,,,,false,"9",South
MILLDUD1,"1181",Millbank at Dudley NB - #1181,,"42.94404","-81.20437",,,,,,false,"9",South
MILLDUD2,"1182",Millbank at Dudley SB - #1182,,"42.944011","-81.204454",,,,,,false,"9",South
MILLEBU2,"1183",131 Millbank - #1183,,"42.946075","-81.211972",,,,,,false,"9",South
MILLEBU4,"1184",Millbank at Ebury SB - #1184,,"42.9487","-81.211287",,,,,,false,"9",South
MILLHARR,"1185",Millbank at Harrow  NB - #1185,,"42.945846","-81.204681",,,,,,false,"9",South
MILLPAR1,"1186",Millbank at Parliament EB - #1186,,"42.952091","-81.20796",,,,,,false,"9",South
MILLPAR2,"1187",Millbank at Parliament WB - #1187,,"42.952118","-81.20764",,,,,,false,"9",South
MILLSDA1,"1188",Millbank at Southdale NB - #1188,,"42.945211","-81.21175",,,,,,false,"9",South
